customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2578-Y178,Male,1,Yes,No,35,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,Two year,No,Mailed check,40.18,1409.09,No
9518-Y604,Male,1,No,Yes,33,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),102.17,3369.12,No
8635-G400,Male,0,No,No,72,No,No,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),77.05,5547.61,No
9157-P616,Female,0,No,Yes,32,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),49.55,1584.37,No
5287-R451,Female,0,Yes,No,55,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),43.49,2389.61,No
9856-R118,Male,0,No,No,8,Yes,No phone service,No,No internet service,No,No,No internet service,Yes,No internet service,One year,No,Electronic check,39.64,320.97,No
1517-N221,Male,0,Yes,Yes,46,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,73.97,3397.48,No
7285-O422,Male,0,No,No,14,No,Yes,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,91.69,1271.99,No
7165-O570,Male,0,No,No,8,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),43.73,357.32,No
1589-B281,Female,0,No,Yes,71,Yes,No phone service,No,Yes,No internet service,No,No,No internet service,Yes,One year,No,Mailed check,51.65,3659.19,No
5965-W268,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,90.65,4907.5,No
9052-N237,Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,No internet service,One year,Yes,Electronic check,92.35,1937.7,No
6119-W498,Male,0,Yes,No,14,No,No phone service,No,No internet service,Yes,No,No internet service,No,No,One year,No,Electronic check,39.09,542.79,No
8986-Y212,Male,1,Yes,Yes,2,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),56.66,103.97,No
9037-V667,Female,0,Yes,Yes,61,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.68,6443.39,No
9837-S581,Male,0,Yes,Yes,17,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,92.64,1578.38,No
8797-R974,Male,0,No,Yes,48,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Two year,No,Electronic check,34.58,1651.94,No
3560-Q157,Female,0,Yes,No,8,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Two year,No,Electronic check,57.04,463.68,No
7412-I606,Female,1,No,Yes,56,Yes,No,No,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,116.07,6488.85,No
7189-T792,Female,0,Yes,No,17,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No,Two year,Yes,Mailed check,71.05,1217.0,No
6779-Y391,Male,0,No,Yes,69,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),90.54,6248.36,No
6250-B128,Male,0,No,No,12,Yes,No,No,Yes,Yes,No internet service,No,Yes,No,Two year,Yes,Electronic check,27.5,325.5,No
1739-E957,Female,1,Yes,Yes,38,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,101.92,3876.8,No
7003-L928,Female,0,No,No,18,Yes,Yes,No,No internet service,Yes,Yes,Yes,No internet service,No,One year,No,Credit card (automatic),79.03,1438.57,No
1440-Y740,Female,0,Yes,No,26,Yes,Yes,No,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.9,944.93,No
6591-M199,Female,0,Yes,Yes,37,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No,Month-to-month,No,Mailed check,56.46,2092.66,No
8014-L465,Female,0,Yes,Yes,70,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),26.59,1870.66,No
7749-L157,Female,0,Yes,Yes,41,Yes,No phone service,No,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,96.34,3945.71,No
5001-H340,Male,0,No,No,42,No,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),93.11,3904.32,No
6113-S186,Male,0,Yes,No,41,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No,One year,No,Bank transfer (automatic),67.52,2775.44,No
2073-J217,Male,1,No,No,47,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,No,Two year,Yes,Credit card (automatic),63.68,2995.34,No
6531-F120,Female,0,No,No,14,Yes,Yes,No,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,64.82,904.58,No
9821-K138,Female,0,No,Yes,1,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),22.02,30.09,No
8551-V984,Female,0,Yes,Yes,17,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.26,939.86,No
7921-S627,Female,0,No,Yes,55,No,Yes,No,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),31.16,1726.64,No
7900-I120,Female,0,Yes,Yes,53,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,No,Two year,Yes,Electronic check,36.82,1930.31,No
8695-S122,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,No,One year,Yes,Electronic check,114.94,3558.08,No
6185-M684,Male,0,Yes,No,62,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),44.56,2771.95,No
7394-K686,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,66.85,551.32,No
2601-Z600,Female,0,Yes,No,30,Yes,No,No,Yes,Yes,Yes,No internet service,No,Yes,Two year,No,Credit card (automatic),107.47,3237.37,No
2639-W791,Male,0,Yes,Yes,66,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,59.81,3941.13,No
4373-K608,Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,71.38,3224.77,No
9237-Z883,Male,0,No,No,18,Yes,No,No,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),35.21,615.66,No
6563-F729,Female,0,Yes,No,45,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),46.9,2101.3,No
5907-L546,Female,1,No,No,19,Yes,No,DSL,No,Yes,No,No,No,No internet service,One year,Yes,Electronic check,69.11,1310.51,No
4305-P750,Male,1,Yes,No,68,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,54.92,3739.1,No
2234-R319,Male,0,Yes,No,50,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,22.09,1094.69,No
5708-I148,Female,0,No,Yes,25,No,Yes,DSL,No,No internet service,Yes,No,No,No,One year,Yes,Electronic check,58.53,1461.87,No
5871-S511,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,100.17,3820.09,No
4700-T860,Male,1,Yes,Yes,36,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),29.91,1065.01,No
2506-W964,Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,20.13,1356.31,No
2552-S444,Female,0,Yes,Yes,56,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),30.18,1682.18,No
5478-C680,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),87.28,3427.8,No
9700-P537,Female,1,No,Yes,63,No,No phone service,DSL,No,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),98.11,6185.12,No
4436-L914,Female,0,No,Yes,7,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),23.15,153.47,No
2256-U943,Female,0,No,No,58,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),107.45,6241.29,No
5945-Q923,Female,0,Yes,No,59,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No internet service,One year,Yes,Mailed check,81.3,4778.34,No
5913-N779,Male,0,Yes,No,48,Yes,Yes,No,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,70.32,3374.05,No
9846-K304,Male,0,Yes,Yes,5,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,43.74,220.04,No
7788-M357,Male,0,Yes,Yes,36,No,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),55.61,2013.08,No
9443-O787,Male,0,Yes,Yes,25,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),113.42,2821.1,No
9971-F119,Male,0,Yes,No,45,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),109.86,4956.54,No
9457-F690,Male,0,No,No,19,Yes,No phone service,DSL,No,No internet service,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),81.11,1551.35,No
9178-G776,Male,0,Yes,No,7,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,76.43,548.37,No
8656-I753,Female,0,No,Yes,58,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,39.41,2273.78,No
9728-Z729,Male,0,Yes,Yes,66,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),114.05,7544.65,No
8106-S844,Male,0,No,Yes,39,Yes,Yes,DSL,Yes,No internet service,No,No,No,No,Month-to-month,No,Electronic check,94.17,3653.81,No
1981-Q305,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),56.67,1007.54,No
6968-O251,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),100.24,102.02,No
4938-E864,Male,0,No,Yes,63,Yes,No phone service,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),39.54,2487.24,No
5919-N520,Female,1,Yes,Yes,3,Yes,No phone service,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),39.68,105.63,No
6220-C749,Male,0,Yes,Yes,21,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,97.74,2076.18,No
4335-N373,Male,0,No,No,30,Yes,No phone service,No,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,74.46,2216.83,No
5702-U264,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,74.11,797.85,No
5201-V715,Female,0,Yes,Yes,22,Yes,No,No,No,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Credit card (automatic),75.9,1673.06,No
4868-M344,Male,1,Yes,Yes,57,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,30.89,1760.19,No
2860-E296,Male,1,No,No,3,Yes,Yes,No,No internet service,No internet service,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),53.38,145.52,No
1453-H916,Female,0,Yes,No,30,Yes,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.84,2297.0,No
6087-O597,Male,0,No,Yes,45,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,43.13,1941.88,Yes
8145-N762,Female,0,No,No,36,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),68.9,2474.71,No
1606-G263,Female,0,Yes,No,72,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,74.23,5344.55,No
5468-E129,Male,0,No,Yes,64,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),113.0,7216.27,No
5233-Z922,Female,0,Yes,No,54,No,No,DSL,Yes,No,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,42.95,2330.18,No
5551-V663,Female,0,Yes,No,68,Yes,No phone service,No,No,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,62.41,4246.49,No
3883-U972,Male,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,116.89,5842.02,No
1691-X597,Female,1,No,No,31,Yes,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),37.02,1147.61,No
1326-B980,Female,0,No,Yes,29,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,96.64,2793.68,No
2375-K716,Male,1,No,No,59,Yes,Yes,No,No,Yes,No internet service,Yes,No,No,Two year,Yes,Bank transfer (automatic),36.05,2138.31,No
5882-C516,Male,0,No,No,36,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,Two year,No,Electronic check,103.68,3725.95,No
6954-V773,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,67.29,4502.87,No
2479-M959,Female,0,No,No,11,Yes,No phone service,No,No,No,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,115.95,1277.44,No
3302-H214,Male,0,Yes,Yes,11,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),35.34,368.68,No
9196-D634,Female,0,Yes,Yes,26,No,No,No,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,87.39,2277.65,No
9605-I608,Female,0,No,No,53,Yes,No,DSL,No,No,No internet service,No,No,Yes,One year,Yes,Mailed check,88.13,4670.61,No
2478-H714,Female,1,No,No,14,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,90.5,1272.32,No
3003-Y926,Female,0,No,No,64,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),28.4,1815.19,No
6134-K952,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,47.25,464.08,No
7388-Z866,Female,1,No,No,31,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),52.22,1619.96,No
4865-N323,Female,0,Yes,Yes,36,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),50.84,1840.17,No
3363-D279,Male,0,Yes,No,10,No,Yes,No,No internet service,No internet service,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),86.09,855.36,No
4507-I550,Male,0,Yes,Yes,26,No,No,No,No,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),23.76,626.06,No
7690-I983,Female,1,No,No,20,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,Two year,No,Electronic check,91.62,1829.42,No
1916-P646,Female,1,No,Yes,44,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,71.17,3126.91,No
7139-W215,Male,1,Yes,No,62,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),35.64,2218.54,No
6185-R533,Female,0,No,No,9,Yes,No,No,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),40.97,372.19,No
8780-V352,Male,1,No,No,71,Yes,No,DSL,No internet service,No,No,No,Yes,No,One year,Yes,Credit card (automatic),28.06,1978.56,No
5550-Z248,Male,0,No,No,24,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,64.39,1543.35,No
6947-P832,Male,0,Yes,No,12,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.04,924.86,No
7025-J121,Female,0,No,Yes,60,Yes,Yes,No,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),76.64,4603.67,No
1570-X778,Female,0,Yes,No,16,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),114.97,1830.42,No
1895-W907,Male,1,No,No,29,No,No,Fiber optic,No,Yes,No,No,No,No internet service,Two year,Yes,Credit card (automatic),47.99,1393.32,No
4926-I665,Male,1,No,No,32,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),94.84,3040.07,No
7302-J754,Male,0,Yes,Yes,35,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),90.92,3187.49,No
6945-Z801,Male,0,No,No,43,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,24.41,1044.16,No
2999-R987,Male,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,111.72,5921.65,No
4872-O497,Female,1,No,No,20,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,Two year,No,Mailed check,111.85,2230.02,No
1128-M361,Male,0,Yes,Yes,8,Yes,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),58.08,460.4,No
5929-C942,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.23,2520.17,No
4857-J315,Male,0,No,No,70,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),100.62,7043.96,No
3625-O746,Female,0,No,Yes,16,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No,One year,No,Mailed check,68.0,1092.78,No
6196-Z885,Female,0,No,No,69,No,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),98.57,6792.89,No
7656-Z134,Female,1,No,Yes,53,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),21.88,1151.26,No
5489-C942,Female,0,Yes,No,45,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),43.4,1968.95,No
9055-P854,Female,0,Yes,No,51,No,No phone service,No,Yes,No,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),27.4,1389.0,No
7765-K834,Female,0,No,Yes,6,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),63.9,390.59,No
7920-D944,Male,0,No,No,33,Yes,Yes,No,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),104.09,3445.04,No
3627-W367,Female,1,Yes,Yes,15,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,75.51,1135.5,No
9295-C460,Male,0,No,Yes,14,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,Yes,Two year,No,Electronic check,70.54,991.21,No
7895-T846,Female,0,No,No,39,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),55.04,2147.28,No
9973-X434,Female,0,No,No,63,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),24.64,1538.68,No
8426-W128,Male,0,No,No,5,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,One year,Yes,Electronic check,95.27,487.06,No
1853-U756,Female,0,No,Yes,52,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),75.61,3927.25,No
4010-U554,Male,0,No,Yes,16,Yes,Yes,No,No internet service,No,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,111.81,1797.29,No
3229-A510,Male,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,61.66,2342.85,No
4278-U412,Male,0,No,Yes,53,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),58.6,3110.59,No
6140-S184,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),116.17,6159.73,No
2815-F355,Female,0,Yes,Yes,46,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No,Yes,One year,Yes,Credit card (automatic),32.44,1487.57,No
9460-W886,Female,0,No,Yes,15,Yes,No,No,No,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),43.61,662.06,No
3131-T802,Male,0,No,No,59,Yes,No phone service,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,67.31,3957.93,No
7722-Z427,Female,1,No,No,50,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.87,3555.8,No
8397-P994,Female,1,No,No,9,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Mailed check,73.4,671.62,No
3187-I277,Male,0,Yes,Yes,26,Yes,No,No,Yes,Yes,No internet service,No,No internet service,No,One year,No,Mailed check,39.57,1026.17,No
6367-Z388,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Two year,Yes,Mailed check,111.4,336.71,No
4254-C524,Male,0,Yes,Yes,47,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),88.95,4178.12,No
7022-F502,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),44.22,212.8,No
7182-S329,Female,1,No,No,62,No,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,47.82,2963.98,No
1339-A671,Female,0,No,Yes,5,Yes,No,No,No,Yes,Yes,Yes,No,No internet service,One year,Yes,Credit card (automatic),106.73,536.38,No
4747-C573,Female,0,No,Yes,10,Yes,No phone service,DSL,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,56.48,578.11,No
4248-I818,Male,1,Yes,No,63,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,74.16,4670.09,No
3764-B510,Male,1,No,No,25,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,30.35,758.85,No
8027-T366,Female,0,No,No,44,Yes,Yes,No,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,43.55,1929.26,No
3445-C476,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,No,Mailed check,60.12,1508.08,No
3787-S220,Female,0,Yes,Yes,30,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.19,2511.73,No
1231-W638,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),46.41,649.44,No
8129-Y564,Male,1,Yes,Yes,43,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),113.8,4901.77,No
9096-D329,Female,1,Yes,Yes,28,Yes,No,No,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),40.38,1155.21,No
4328-G982,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,96.53,1835.92,No
5361-J864,Male,0,No,No,42,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,54.89,2284.56,No
9096-M233,Female,1,Yes,Yes,20,Yes,No phone service,No,Yes,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),102.01,2021.99,No
8066-G714,Female,0,No,No,11,Yes,No,No,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),111.02,1214.35,No
4531-J844,Female,0,No,No,54,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,No,One year,No,Electronic check,37.05,1991.22,No
4102-N284,Male,0,No,No,24,Yes,No phone service,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,67.64,1631.64,No
7693-Z249,Female,0,No,Yes,70,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.76,2381.91,No
1471-J368,Female,0,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),89.19,1523.99,No
4858-T561,Male,0,No,No,28,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),101.89,2861.99,No
5068-L696,Female,0,No,Yes,50,No,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),57.39,2876.12,No
8506-C110,Male,0,No,Yes,55,Yes,Yes,DSL,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,58.12,3200.23,No
8682-E992,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,38.74,379.79,No
6296-W507,Male,0,No,Yes,21,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),49.06,1038.14,No
4476-W492,Female,0,Yes,Yes,58,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),50.8,2942.75,No
7935-X711,Female,1,Yes,Yes,34,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,Yes,One year,Yes,Mailed check,33.89,1160.54,No
5198-C197,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),49.4,2128.53,No
